productid,imageid,desc. comp,Langue
4160805321,1304008742,Maquette D'avion 913 2.4g Wifi Fpv 5mp 1080p Caméra Hd Pliable Moteur Brushless Rc Quadcopter Luo90521008ye-Générique 913 2.4G Wifi FPV5MP 1080P HD Camera Foldable Brushless Motor RC Quadcopter&#43;?Handbag?Function:one key take off / one keyreturn / lost contact return / low voltage protection / flight mode / safemode.Brushless motor makes itquiet but very powerful when flight which makes the motor last more long.Built in GPS positioningsystem provides you more accurate positioning details of your drone.5G Wifi achieveshigh-speed image transmission without delay.The drone features HDcamera with which you can take aerial photo and record video.One key takingoff/landing/return makes it easier for beginner to operate.Flight time is about 15minutes flying distance is about 300 meters APP control distance is about80m.Support single shotcontinuous shot and timed shot to meet your different demands.Specifications:OptionalColor:YellowFlight Weight: Approx.209g/7.37ozWeight: Approx.266g/9.38ozPackage Weight: Approx.670g/23.63ozSize: Approx.205x185x55mm/8.1x7.3x2.2inAxel Base: 170mm/6.69inMotor Size: 1306 2700KVMax. Ascending Speed:Movement Mode: 2m/s Aerial Mode: 1m/sMax. Descending Speed:Movement Mode: 1m/s Aerial Mode: 0.8m/sCourse Angular Speed:Movement Mode: 200°/s Aerial Mode: 150°/sMax. Inclination Angle:Movement Mode: 25° Aerial Mode: 15°Max. Cruising Speed: 13m/s(Windless Environment)Max. Flight Altitude: 4000Working Temperature: 0-40?GPS System: GPS/GLNASS GPSHover Precision: Height±0.5m Vertical ±1.5m (Open space without interference)Flight Time: 15minCharging Time: 90minRemote Control Battery:Built-in 3.7V 350mah Lithium BatteryRC Drone Battery: 1500mah11.4wh LiPo HVFrequency: Remote Control:2.4GHz-2.48GHz Image Transmission: 5.725GHz-5.825GHzRemote Control Distance:200-250mAPP Control Distance: 80mTransmit Power: 10dbRemote Control Power:0.1W?[email removed by eBay]?Remote Control Weight:Approx. 110g/3.88ozCharger Output: 5V 2ACharger Input: 8.7V 1.5ACamera Specifications:Sensor: 1/3&#34; CMOS 500WPixelLens: FOV115°IOS Range: 100-3200Electronic Augmentation:Yes (APP)Image Mode: single shotcontinuous shot timed shotVideo Resolution:1920x1080 30fpsFormat: JPG/MP4SD Card: SupportImage Transmission Delay:180msPass Back Image Quality:720PPackage List:1 x Drone1 x Remote Control?Batterybuilt-in?1 x Drone Battery2 x The spare blades1 x Screwdriver1 x handbag,en
839425925,1047743298,Beijing Review 50 N 6 China Africa Taking Relations To A New Level ,en
287482295,1318131337,Smoby Tricycle - Be Fun Confort Mixte ,en
449729137,1011019267,Swe07 Star Wars Edge Of The Empire: Suns Of Fortune A propos : <div>Supplément de règles pour le jeu de rôle STAR WARS: EMPIRE OF THE EDGE.<br /><br />Description en éditeur:<br /><br /><p>Suns of Fortune is a 144-page sourcebook for the Star Wars: Edge of the EmpireTM Roleplaying Game that allows you and your friends to explore the fantastic opportunities and dangers found within the Corellian Sector the birthplace of Han Solo and Wedge Antilles. Discover three new species exotic weapons dozens of vehicles nine modular encounters that Game Masters can use in any Edge of the Empire campaign and more!<br />-Extensive details for one of the most iconic regions of the Star Wars galaxy<br />-Modular encounters introduce exciting scenes and challenges that can serve as part of nearly any adventure<br />-Three new species options for player characters: Drall Selonians and Corellian-born humans<br />-A treasure trove of new weapons armor and gear as well as some of the fastest ships in the galaxy<br /><br /></p></div>,en
799205846,1039719690,The Book Of Nod ,en
440226604,1213527429,Function-Based Cost Estimation For Service Robot Prototypes In Early Design Phases ,en
2970574169,1177148310,Plage Sticker Décor Mural Adhésif 3xl - Etagere Champetre60x175 Cm ,en
3040671174,1083002777,Statuette Chatte Portant Son Chaton ,en
3470006171,1215332283,Monsuno Topps Trading Card Game 2-Player Starter Deck Core-Tech Vs. S.T.O.R.M. Fully Synchronized With the TV Show Toy Releases. Can Be Played With or Without Jakks Monsuno Toys. Rich Gameplay Experience. Exclusive EyeCatching Art. 156 Cards to Collect. 4 Levels of Rarity Encourage Collectibility. Foil Parallels for Every CardStarter Deck. Everything 2 players need to play. Contains . Two 33Card Preconstructed Decks . One 12Card Booster Pack . Rules Booklet . Exclusive Foil CardEach Starter Box contains 2 two preconstructed Monsuno Card Decks one 1 12card booster pack one 1 premium foil bonus card and 1 one rule sheet.Every presorted Monsuno Card Deck contains 32 thirtyt wo cards and 1 one foil Monsuno Card.,en
187356161,932049925,Emy Trir Emey Clip Jr 6cmp Rge 13706 ,en
102704709,862582586,Intercalaires Carte Blanche Mylar 12t Janvier A Decembre ,en
841494782,1042503694,Opel Frogster Cabriolet Concept Car 1/43 Green Norev Vehicule Miniature Coffret-Norev ,en
2633860189,1154943539,Carte Pokemon - Mblastoise ( Mega Tortank ) - 102/108 - Ultra Rare En Full Art - Xy12 Evolutions - Version Anglaise - ,en
4176108304,1308391933,Modèle Wpl C34 370 Motor+Gear Box For 1/16 4wd 2.4g Buggy Crawler Off Road 2ch Vehicle-Autre WPL C14C24C34 370 Motor&#43;Gear Box For 116 4WD 2.4G Buggy Crawler Off Road 2CH Vehicle Models RC Car Parts Description:WPL C34 370 Motor&#43;gear box for 116 4WD 2.4G buggy crawler off road 2CH vehicle models rc car parts.Suitable for C14 C 24 C34 MM D90 D91 116 rc carNote:This product included small parts and pay attention to not to swallow it.All the products should be used by the aged above 6 years old. Material:plasticWeight:70gPackage list:1x gear box1x370 Motor,en
3776688998,1243845146,Marvel Universe 3 34 Action Figure Spider-Man [House Of M] p- Figurine Marvel Universe - Spidermanbr - Serie 2br - Livr avec son soclebr - Taille 10cmbr,en
2038054936,1121546627,Free Line - Housse De Protection Pour Chaise Longue ,en
84448566,853542508,Singstar Official Wired Microphones <br />Lot de 2 micros SingStar avec adaptateur USB.Compatible Rockband et Guitar Hero.,en
4122838067,1294533136,Waterproof Accessory Storage Carrying Case Double Shoulder Bag For Dji Mavic 2-Générique Waterproof Accessory Storage Carrying Case double Shoulder Bag For DJI Mavic 2,en
115477148,874729203,Tiger Woods Pga Tour 12 - Masters ,en
82204907,874730502,Divinity Ii - Ego Draconis ,en
102704014,862579131,Manifold Ncr 148x210 50 Tripli ,en
2529096993,1147108960,Avengers (Marvel Comics) - #1 A 7 - Comics Vo ,en
4061614052,1283787810,Kitchen Cabinet Door Hanging Trash Garbage Bin Can Rubbish Containerhpp11160 Kitchen Cabinet Door Hanging Trash Garbage Bin Can Rubbish Container Feature: 100% Brand new and high quality. Apply to the table toilet bed door etc. convenient and practical Material: PP Size: about 21x13.5x12.5cmAll product pictures are physical lighting computer monitor differences lead to color differences and actual products do not match. The final color will be based on the actual product. Package Content: 1xRubbish Container,en
3789073577,1245907089,Carte Yu-Gi-Oh Fin Absoluto - Sod-Sp050 ,en
2237358098,1132925383,Super Adventure Island Usa Super Nintendo ,en
4006065365,1275795532,Console Ps4 500 Go Noir + Jeu Battlefield 4 ,en
3770340854,1243234004,Cerebria The Inside World - Origin Box - Kickstarter ,en
2448285268,1142199557,"Carpentras Sign Carnet De Notes ""Notebook Classic Pastel"" Rechargeable Format A5 Rose Pastel ",en
4004089550,1275156085,Home Decor Cushion Cover English Alphabet Flower Pillowcase Throw Pillow Covers Cc3915 Home Decor Cushion Cover English Alphabet Flower Pillowcase Throw Pillow CoversProductselling point:Home Decoration:Throw pillow covers are perfert for decorating your room.Suitable for livingroombedroomsofacouchcarseatfloorbenchofficecafeparty ect.Zipper is hidden and smoothly.Putting your insert in it then new throwpillows could been finished.Pillow insert could be easily putted in or removed you can wash pillowcover in any time so your throw pillow could always keep clean andbeautiful.Washing tips: Machine Wash Cold Separately Gently Cycle Only DotNotBleach Tumble Dry Do Not Iron and it&#39;ll look brand new.Theprinted pattern is only available on front side back without printingGreat gift for each holidaymatches with any colorSpecification:100% Brand new and high qualityType: Pillow CaseMaterial: Linen BlendColor:As PicturePrint Type :Single Side Printing?No Gilding?Shape:SquareOccasions: Home Office Car Cafe etcFeatures:Square Shape Comfortable Hidden ZipSize: 45cm x 45cm/18&#34; x 18&#34; (Approx.)Note:Thepattern is only on the front side.Dueto the light and screen setting difference the item&#39;s color may be slightlydifferent from the pictures.Please allow slight dimension difference due to different manualmeasurement.PackageIncludes:1 xPillow Case (The pillow inner is not included.),en
3002934734,1181444644,Clevamama Sac À Langer Fourre-Tout Nicole Marine ,en
76375368,847006278,Pack Xbox 360 Premium 60 Go + Tomb Raider Underworld ,en
404442743,1004388417,Bambino Mio Potty Lot De 5 Culottes D'apprentissage Réutilisables Pour Fille Taille 2-3 Ans BAMBINO MIO POTTY LOT DE 5 CULOTTES D'APPRENTISSAGE RÉUTILISABLES POUR FILLE TAILLE 2-3 ANS,en
3667518098,1235876582,Console Wii U + Jeux (Super Mario Maker - Super Mario Bros.U - Call Of Duty - Splatoon) + Manette ,en
693718405,1035894225,Écharpe De Portage Manduca Sling - Rouge ,en
223026965,1078020658,Left 4 Dead 2 Classics ,en
3115649982,1191793361,Lot - Harry Potter Et Le Prisonnier D&#39;Azkaban - Sur Microsoft Xbox &#43; 1 Jeu Pc Neuf (Voir Photos) ,en
1935295174,1114642663,Adapt. Backpack 38cm 21423b1 Kids Adapt. backpack 38cm 21423b1 kids,en
2046481377,1122612645,Draw In Pencil Charcoal Crayon & Other Media The books in this series provide straightforward information on materials and techniques with step-by-step drawings and advice on composition and perspective.,en
187806694,1056584916,Japanese Country Quilting: Sashiko Patterns And Projects For Beginners ,en
4061620237,1283858249,Silicone Non-Slip Mat Bowl Coaster Square Table Placemat Kitchen Anti-Hot Padhpp13243 Silicone Non-Slip Mat Bowl Coaster Square Table Placemat Kitchen Anti-hot PadProduct selling point: Non-toxic non-hazardous and odor free Soft silicon material saves space. Non-SlipInsulation Reusable Easy to clean.Specification? Material: Silicone Size: 24×24 cm Resistance temperature: -40 degrees Celsius &#43;230 degrees CelsiusPackage Contents:1x Placemat,en
4125352914,1295238876,Assistantships And Graduate Fellowships In The Mathematical Sciences 2009 ,en
5684463,187045730,Tips Collector N° 09 ,en
1172388,508930863,Wwf Smackdown 2 Platinum ,en
3287238133,1204225298,Square Enix Ffsa Mini Tifa Final Fantasy Vii Figure pThis new line of adorable chibi figures is making its debut with your favorite Final Fantasy VII characters the second of which is the strong and beautiful Tifa Lockheart Not too big and not too small. these 5-inch statuettes are just the right size for your collection and perfect for a display case or a desk of any Final Fantasy fan.p,en
4187383497,1311395688,Tirelire Petits Cochons Mr & Mrs ,en
3961111985,1269667442,4 Picsou Donald Mickey En Allemand 4198933002998 4191624104994 4198933005998 4192312205504 ,en
428974687,1006898739,"Adventures In New Formosa: Chapters From ""Bevis The Story Of A Boy  By Richard Jefferies + Livret : IntroNotes Exercices - 88 & 38pp Agrafes Format In-12Didier 1945 - 2 Petits Volumes  ",en
3702172067,1235951899,Avon Rx Armchair - Dark Army - Without Pad New and exclusive chair by Chair Furniture the chair Avon RX Armrests stands out for its clean lines and its timeless design. The wide choice of colors and the possibility to choose the color of the frame make it adaptable to all your professional and daily interiors while bringing you a character trait by an enveloping seat.  Frame available in 2 colors to choose: white grey.  Ideal rooms: Kitchen office living room bedroom.,en
4061592334,1283609667,Beauty Cat Ear Style Silicone Leakproof Coffee Mug Airtight Sealed Cup Coverhpp5163 Beauty Cat Ear Style Silicone Leakproof Coffee Mug Airtight Sealed Cup CoverFeature: 100% Brand new and high quality Material: High Quality Food Grade Silicone Durable reusable non-stick non-toxic Anti-dust and anti-slip Universal Cup lid keeps your drinking mugs and beverage clean and hygienic Microwave and freezer safe. Easy to use and clean Temperature: -40F to 500F (-40 ?~ &#43;260 ?) Atmospheric pressure concept design prevents water leakage when tilted Press the cup cover slightly till it is sucked to enable airtight sealing Color: yellow Cute and stylish design for office and home desktop decoration. Great gifts / giveaways for yourself and friends. Diameter?Appro. 10.2 cm Note:Due to the difference between different monitors the picture may not reflect the actual color of the item. Thank you!You need to clean them before you use themPackage include: 1*cup cover (the cup is not included),en
462673348,1012993789,Institut International De Bibliographie - N°132 - La Classification Decimale - Expose Du Systeme Et Tables Abregees ,en
1613927905,1094111431,Poster 61x91 - Rebels Vs Empire Star Wars Rogue One ,en
3863847015,1254677458,New Sequin Satin Chemin De Table 30x300cm De Soirée De Mariage Glitter Banquet Lieu Décor New Sequin Satin Table Runner 30x300cm Glitter Wedding Party Banquet Venue DecorFeatures:This Wonderful Sequin Tablecloth is that Luxury linen reserved for your large celebrations about awards homecomings and successful expeditions! Definitely the superstars celebrities and big names who come to your event will enjoy every moment!They will knowing how much care you&#39;ve placed into surprising them pampering them and definitely impressing them!Just like your personality these tablecloths will shine and inspire!! About this itemThese beautiful natural color tones would complement any occasion nicely. This common glitz/sequin tablecloth will set the perfect mood for a wedding/event/party/banquets . Give your occasion area a touch of fanstic and shinny with this sequin Tablecloth. Whether you are setting the table for guests or simply enjoying a event/banquet  this attractive beautiful sequin tablecloth will add color to the occasion .Color : As the pictureSize : 30x300cm Materials: Sequins/Glitz &#43; Mesh FabricPackage Included:1 × Table RunnerNote:There is 2-3% difference according to manual measurement.please check the measurement chart carefully before you buy the item.1 inch &#61; 2.54 cmPlease note that slight color difference should be acceptable due to the light and screen.,en
